index,is input,flow ID,flow name,flow category,flow unit,flow type,location ID,location name,location code
359,false,a861cfae-a310-4e9d-b9eb-5d555c9a684c,Formaldehyde,Elementary flows/Emission to air/unspecified,kg,elementary,,,
360,false,e0346157-1f0e-4bf9-b234-78fead761e18,Acenaphthylene,Elementary flows/Emission to air/unspecified,kg,elementary,,,
361,false,81e17d9a-3e0b-414e-9b2e-eca7e5b3bd4a,Chromium VI,Elementary flows/Emission to air/unspecified,kg,elementary,,,
362,false,5e98fd60-8da0-4006-9729-4d2797f96302,"2,2,4-Trimethyl pentane",Elementary flows/Emission to air/unspecified,kg,elementary,,,
363,false,895fa803-ad56-4b1d-a37b-23a9135ce26a,Phenanthrene,Elementary flows/Emission to air/unspecified,kg,elementary,,,
364,false,cc5f1637-8aa5-442f-a8c6-43c8739944a0,Benzo(k)fluoranthene,Elementary flows/Emission to air/unspecified,kg,elementary,,,
365,true,cc89e7ae-ea0e-4850-9799-b2143f1115fc,building machine,"C:Manufacturing/28:Manufacture of machinery and equipment n.e.c./282:Manufacture of special-purpose machinery/2824:Manufacture of machinery for mining, quarrying and construction",Item(s),product,,,
366,false,d896ced7-a107-4017-b284-d95a8ef3e735,Acrolein,Elementary flows/Emission to air/unspecified,kg,elementary,,,
367,false,8e30c990-5ed4-4f94-9d0e-2f5e4ff1a1f9,Ethane,Elementary flows/Emission to air/unspecified,kg,elementary,,,
368,false,295060ba-3c3d-45e4-99ca-e17b1204b553,Manganese II,Elementary flows/Emission to air/unspecified,kg,elementary,,,
369,false,fc840c3f-dbcd-4175-9bc2-7fba64501e39,Anthracene,Elementary flows/Emission to air/unspecified,kg,elementary,,,
370,false,0605e241-ce98-4c10-8c61-d0a1775cdcb0,Benzo(ghi)perylene,Elementary flows/Emission to air/unspecified,kg,elementary,,,
371,false,6b248529-b754-4be7-8b1a-91b9756fc2bc,Hexane,Elementary flows/Emission to air/unspecified,kg,elementary,,,
372,false,76608f33-7127-47f2-9718-383b3efe3b43,"Indeno(1,2,3-cd)pyrene",Elementary flows/Emission to air/unspecified,kg,elementary,,,
373,false,9cec94a2-e7fe-43f4-82f4-293c477f86dc,Styrene,Elementary flows/Emission to air/unspecified,kg,elementary,,,
374,false,d57ab983-120a-448b-a681-b876e1addecf,Fluoranthene,Elementary flows/Emission to air/unspecified,kg,elementary,,,
375,false,c492ac36-a5e1-446c-92c5-110a55654a80,Chrysene,Elementary flows/Emission to air/unspecified,kg,elementary,,,
376,false,1f4afa32-a9a2-40da-8396-104452cb637f,Acenaphthene,Elementary flows/Emission to air/unspecified,kg,elementary,,,
377,true,7d5b5802-3698-4be8-98f8-ab7c1a2e9328,"Transformation, from dump site, slag compartment",Elementary flows/Resource/land,m2,elementary,,,
378,true,d73b27a2-81bd-4264-baa5-ce4aca3545be,"Transformation, to dump site, slag compartment",Elementary flows/Resource/land,m2,elementary,,,
379,false,11d33922-e53f-41c8-b614-688b4a3188d9,donations and animal feed,MSW/food,kg,waste,,,
380,false,a703733d-fabc-487b-826a-06c11ac4c0c6,"Nitrogen, organic bound",Elementary flows/Emission to water/unspecified,kg,elementary,,,
381,false,9f5bfac4-cbb6-4b38-afb9-cf563fc5ca15,Nitrite,Elementary flows/Emission to water/unspecified,kg,elementary,,,
382,false,fb005c47-7b90-41f3-a5ca-f0eb11db354a,Ammonium,Elementary flows/Emission to water/unspecified,kg,elementary,,,
383,false,2d4b8ec1-8d53-4e62-8a11-ebc45909b02e,Phosphorus,Elementary flows/Emission to water/unspecified,kg,elementary,,,
384,false,5189de76-6bbb-44ba-8c42-5714f1b4371f,Nitrate,Elementary flows/Emission to water/unspecified,kg,elementary,,,
385,false,e3cfaa07-9b68-4461-a06f-a0e4e59d41d3,Hydrogen sulfide,Elementary flows/Emission to air/high population density,kg,elementary,,,
386,false,ee72df53-b18e-4c96-a7c5-e3e70591739b,digester sludge,MSW/recycled products,kg,elementary,,,
387,false,67b619c0-d35d-4e6d-a0d3-c2c228b20951,biogas,MSW/energy,m3,elementary,,,
388,false,15278529-8caa-40b7-95a6-f3098897516c,organic fertiliser,MSW/recycled products,kg,elementary,,,
389,true,1fe6463a-08c8-406e-b05c-d5ad845da6be,cationic resin,"C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2013:Manufacture of plastics and synthetic rubber in primary forms",kg,product,,,
390,false,aac39edf-68c5-4f38-9aa9-17e3ca265109,Potassium I,Elementary flows/Emission to air/high population density,kg,elementary,,,
391,false,e6360e00-79a2-455e-ac9d-2e3159736771,Iodide,Elementary flows/Emission to water/surface water,kg,elementary,,,
392,false,f9923ae7-bdab-44d8-897c-44310aea76b7,Iodine,Elementary flows/Emission to air/high population density,kg,elementary,,,
393,false,b5fae91e-cff0-4513-a997-cdb6922f1ab4,Iodide,"Elementary flows/Emission to water/ground water, long-term",kg,elementary,,,
394,false,77c46f0e-c8c0-4bc3-992c-2a9725d49f70,Bromine,Elementary flows/Emission to air/high population density,kg,elementary,,,
395,true,26c92545-7995-491d-bcca-ee6d590ef194,"hydrogen peroxide, without water, in 50% solution state","C:Manufacturing/20:Manufacture of chemicals and chemical products/201:Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics/2011:Manufacture of basic chemicals",kg,product,,,
396,false,98eb1d16-9d7a-4716-9be4-1449341a832f,Sodium,Elementary flows/Emission to air/high population density,kg,elementary,,,
397,false,afcbd980-14c2-4e1d-a0aa-5f6464e5c76b,Hydrochloric acid,Elementary flows/Emission to air/high population density,kg,elementary,,,
398,false,257eacb9-96fe-4a3d-961a-f5e6c7823ff0,Hydrogen fluoride,Elementary flows/Emission to air/high population density,kg,elementary,,,
399,false,08fa5790-4764-47a6-85c4-9711298d4e8e,electricity,MSW/energy,MJ,elementary,,,
400,false,71991916-9ac0-4769-8446-299bc6195d49,heat,MSW/energy,MJ,elementary,,,
401,false,1471acca-34ab-4e04-9bd6-e3825b20580f,Iodine,Elementary flows/Emission to air/low population density,kg,elementary,,,
402,false,7673fea9-b4ab-403e-b011-f1fb5a74ea2a,Tungsten,Elementary flows/Emission to water/surface water,kg,elementary,,,
403,false,d0125769-1059-41bb-8313-f4ef1cc1bd14,"sewage sludge, 70% water, WWT, WW, average","E:Water supply; sewerage, waste management and remediation activities/38:Waste collection, treatment and disposal activities; materials recovery/382:Waste treatment and disposal/3821:Treatment and disposal of non-hazardous waste",kg,waste,,,
404,false,2f6bb945-2e93-4ea8-b3b6-7930c3680486,Scandium,Elementary flows/Emission to water/surface water,kg,elementary,,,
405,false,34d3846c-787a-48c0-9d72-3ae58373ef78,"sewage sludge, 97% water, WWT, WW, average","E:Water supply; sewerage, waste management and remediation activities/38:Waste collection, treatment and disposal activities; materials recovery/382:Waste treatment and disposal/3821:Treatment and disposal of non-hazardous waste",kg,waste,,,
406,true,e86c6358-1283-31b1-af5d-6bf05fc58ff8,"Water, cooling, unspecified natural origin, RER",Elementary flows/Resource/in water,m3,elementary,,,
407,false,38d0827f-25eb-311d-bd7f-9dcf17401b5c,"Water, RER",Elementary flows/Emission to water/unspecified,m3,elementary,,,
408,true,10e7a3bc-9edc-322b-b3eb-0ca651428c2c,"Water, unspecified natural origin, RER",Elementary flows/Resource/in water,m3,elementary,,,
409,false,bd3b8fd6-dd6a-47f2-a990-6d0184ce1aa2,"glass cullet, sorted",MSW/recycled products,kg,elementary,,,
410,false,8d7bac1b-7329-46f7-ad60-d7bc189e771a,"iron scrap, sorted, pressed",MSW/recycled products,kg,elementary,,,
411,false,5208cbff-1c6d-49fa-a4a6-c2081129d077,"waste paper, sorted",MSW/recycled products,kg,elementary,,,
412,true,6ab2abde-801d-45a3-8ea3-455d0f01c3f4,"water, decarbonised","E:Water supply; sewerage, waste management and remediation activities/36:Water collection, treatment and supply/360:Water collection, treatment and supply/3600:Water collection, treatment and supply",kg,product,,,
413,false,2cb0d6c6-349c-46fc-b31f-a036c847a267,"waste plastic, consumer electronics, sorted","E:Water supply; sewerage, waste management and remediation activities/38:Waste collection, treatment and disposal activities; materials recovery/383:Materials recovery/3830:Materials recovery",kg,product,,,
414,false,cfecebe1-1e13-458d-85bc-d40a9f934927,Dissolved solids,Elementary flows/Emission to water/surface water,kg,elementary,,,
415,true,edcfa83a-363a-4b2d-8d6a-612e32dfcdfc,"sodium chloride, powder",B:Mining and quarrying/08:Other mining and quarrying/089:Mining and quarrying n.e.c./0893:Extraction of salt,kg,product,,,
416,false,541500f2-fbc7-4dcb-b61f-da07effee220,"Water, IN",Elementary flows/Emission to water/surface water,m3,elementary,,,
417,false,5ac961f0-8e53-42ff-b13f-1a7fb9133868,Sodium I,Elementary flows/Emission to water/unspecified,kg,elementary,,,
418,false,6d25e386-4ef9-4d40-85c6-e694f523a4da,Chloride,Elementary flows/Emission to water/unspecified,kg,elementary,,,
419,true,a2bab804-f458-4de6-a18d-0a378d2eb3cb,recycle（plastic）,MSW/plastic,kg,waste,,,
420,false,4ec70203-13b0-58cc-b4dd-2fcce8a96732,"VOC, volatile organic compounds",Elementary flows/Emission to air/unspecified,kg,elementary,,,
421,true,444d81a0-13e0-41a4-8f63-e691b0133c04,"wire drawing, steel",C:Manufacturing/24:Manufacture of basic metals/241:Manufacture of basic iron and steel/2410:Manufacture of basic iron and steel,kg,product,,,
422,true,d512585c-a3ff-3bd4-8854-3d23c14926c0,"Water, unspecified natural origin, CH",Elementary flows/Resource/in water,m3,elementary,,,
423,true,f1ca67fc-fd5c-3179-aeb9-c689f7a8a2af,"Water, cooling, unspecified natural origin, CH",Elementary flows/Resource/in water,m3,elementary,,,
424,true,3372cdea-bef5-4186-9ae6-b67a016aa67d,soap,C:Manufacturing/10:Manufacture of food products/104:Manufacture of vegetable and animal oils and fats/1040:Manufacture of vegetable and animal oils and fats,kg,product,,,
425,false,ff15b377-b16a-4881-9fff-fe6c5efd4a9a,"recycled rubber, granulated",MSW/recycled products,kg,elementary,,,
426,false,06ad22ee-b9c5-4d85-b14c-45e8a4a99e9d,wastewater from particle board production,"E:Water supply; sewerage, waste management and remediation activities/37:Sewerage/370:Sewerage/3700:Sewerage",m3,waste,,,
427,false,3f0b6ab9-46bf-47d7-9ebe-1806cc090b86,"wood chips, from post-consumer wood, measured as dry mass",MSW/recycled products,kg,elementary,,,
428,false,5e91f560-9daa-4679-9c04-1de32bc92626,compost,MSW/recycled products,kg,elementary,,,
429,false,384251d1-b5d8-4da7-a0c4-31ac229ad8a7,"copper scrap, sorted, pressed",MSW/recycled products,kg,elementary,,,
430,false,4b94038c-a5a0-4649-9916-eecc7d97c150,"aluminium scrap, post-consumer, prepared for melting",MSW/recycled products,kg,elementary,,,
431,true,a45cd247-3532-4e27-bddc-b519fdb5e08f,Aluminium,Elementary flows/Resource/in ground,kg,elementary,,,
432,true,be73218b-18af-492e-96e6-addd309d1e32,Zinc,Elementary flows/Resource/in ground,kg,elementary,,,
433,true,a9ac40a0-9bea-4c48-afa7-66aa6eb90624,Copper,Elementary flows/Resource/in ground,kg,elementary,,,
434,true,8ce3ff02-7a1e-48e3-881e-3248b944f28a,Iron,Elementary flows/Resource/in ground,kg,elementary,,,
435,true,d080e6a4-42c6-484e-b5d7-d74693aec7d9,Gold,Elementary flows/Resource/in ground,kg,elementary,,,
436,true,361a64cb-ab76-4a72-9ea1-c07d6a20c124,Silver,Elementary flows/Resource/in ground,kg,elementary,,,
437,true,edc69c63-a776-4dbf-acbf-e0368914980a,Palladium,Elementary flows/Resource/in ground,kg,elementary,,,
438,true,fbcb9c7a-eea7-4694-ba6c-568e01d28883,Lead,Elementary flows/Resource/in ground,kg,elementary,,,
439,true,974213ef-1ba0-40e5-bc7b-52ef099e9e09,Nickel,Elementary flows/Resource/in ground,kg,elementary,,,
440,true,53d5ef26-66d8-4536-afa2-2f6b114189ba,Tin,Elementary flows/Resource/in ground,kg,elementary,,,
441,true,19fafab5-f4a8-380e-9d9d-1b873e20cfee,Sand,Elementary flows/Resource/in ground,kg,elementary,,,
442,true,4d81f2d8-1e44-44d0-8439-a1121c8bce27,sodium carbonate,Elementary flows/Resource/in ground,kg,elementary,,,
443,true,537b8312-3f27-4d3c-859f-55d3f944f42d,"Limestone, in ground",Elementary flows/Resource/in ground,kg,elementary,,,
444,true,88d06db9-59a1-4719-9174-afeb1fa4026a,"Oil, crude",Elementary flows/Resource/in ground,kg,elementary,,,
445,true,e5e2fee5-20bd-3953-a9a9-e79801674215,Water (with river silt),Elementary flows/Resource/unspecified,kg,elementary,,,
446,true,e189e2d4-3d3f-4ada-b302-91611784311f,Chromium,Elementary flows/Resource/in ground,kg,elementary,,,
447,true,2f033407-6060-4e1e-868c-9f362d10fdb2,Titanium,Elementary flows/Resource/in ground,kg,elementary,,,
