0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000.0,0,0,35200.0,0,0,0,0,0,0,0,0,20000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12.885,0,0,0,0,1.25E-4,0,0,0,0,0,0,104.55,0,501.0,0,0,0,9.013287037037036E-5,0,0,0,0,0,0,0,0,0,2370.0,714.0,0,0,0,0,0,0,0,0,0,0,3.875E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-20.1,0,0,0,0,0,0,0,0,-0.027,-0.027,-858000.0,-681000.0,0,-2970000.0,0,0,0,0,0,0,-0.048387,0,0,0,0,0,-0.0467,-29400.0,0,0,0,-0.0173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-367.0,0,0,0,0,-10.8,-53.6,0,-257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-448.0,0,0,0,0,-67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-158000.0,-163000.0,0,-698000.0,0,0,0,0,0,0,-3.8775E-4,0,0,-5.375E-4,0,0,0,-5450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-2.16E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-166110.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,807000.0,0,1.0E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999.99999999999,0,0,1920000.0,0,0,0,0,55300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-375.0,0,0,0,0,0,0,0,0,0,0,0,-33.5,0,-161.0,-6.26569919E-5,0,0,0,0,0,-8.9393E-8,0,0,-6.26569919E-5,0,0,0,-473.0,-34500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1100.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.45,0,2839.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13430.0,4046.0,0,0,0,0,0,0,0,0,0,0,6.125E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
