0,4.9988E-4,0
0,0.0051205,0
0,0.004102,0
0,0.0020293,0
0,7.1145E-7,0
0,7.344E-5,0
0,6.549E-8,0
0,5.3286E-9,0
0,3.7346E-4,0
0,0.012413,0
0,0.43825,0
0,0.012883,0
0,9.7975E-4,0
0,4.3458E-6,0
0,1.9907E-8,0
0,0.013854,0
0,0.023602,0
0,3.2746E-4,0
0,1.291E-6,0
0,0.0017486,0
0,0.0033702,0
0,4.028E-9,0
0,5.275E-4,0
0,8.8765E-4,0
0,9.6871E-4,0
0,2.877E-9,0
0,0.014998,0
0,7.7587E-8,0
0,0.04851,0
0,2.5715E-4,0
0,0.68964,0
0,0.0028767,0
0,1.1682E-5,0
0,4.5095E-4,0
0,3.443E-4,0
0,2.5494E-6,0
0,1.1189E-7,0
0,3.696E-11,0
0,1.1625E-4,0
0,8.072E-9,0
0,1.4755E-4,0
0,3.0439E-5,0
0,8.2777E-8,0
0,1.073E-4,0
0,7.4947E-6,0
0,7.2764E-8,0
0,1.9453E-6,0
0,1.4799E-5,0
0,7.3099E-6,0
0,1.4853E-6,0
0,4.4365E-4,0
0,3.72E-4,0
0,1.3306E-10,0
0,3.6644E-9,0
0,0.0056561,0
0,0.0046086,0
0,1.1016E-10,0
0,3.1513E-4,0
0,8.5032E-6,0
0,9.7593E-9,0
0,-0.91366,0
0,1.5186E-5,0
0,6.1988E-7,0
0,7.1904E-6,0
0,3.3845E-11,0
0,2.0781E-4,0
0,0.001249,0
0,0.0036075,0
0,6.3245E-6,0
0,2.2077E-6,0
0,4.284E-4,0
0,0.0013039,0
0,7.1034E-7,0
0,5.035E-5,0
0,0.0022925,0
0,9.2061E-6,0
0,7.1357E-7,0
0,2.3346E-5,0
0,3.1276E-5,0
0,6.1483E-4,0
0,2.9978E-7,0
0,0.017098,0
0,7.2722E-7,0
0,0.0032474,0
0,8.3857E-4,0
0,6.141E-6,0
0,6.2749E-6,0
0,2.2564E-5,0
0,7.2882E-7,0
0,5.4259E-8,0
0,0,1.4077E-6
0,0,0.013749
0,0,8.3078E-11
0,0,1.1843E-5
0,0,3.834E-7
0,0,0.0056074
0,0,5.6264E-8
0,0,0.027457
0,0,5.8159E-6
0,0,8.7527E-7
0,0,7.4816E-5
0,0,4.9761E-5
0,0,5.9479E-7
0,0,1.07E-4
0,0,1.1607E-5
0,0,2.3627E-8
0,0,9.5851E-11
0,0,8.4167E-11
0,0,7.7601E-9
0,0,2.5342E-4
0,0,4.5603E-11
0,0,0.0016325
0,0,0.0010328
0,0,7.8273E-8
0,0,2.1855E-4
0,0,6.2899E-4
0,0,4.1488E-5
0,0,2.7408E-5
0,0,1.4382E-6
0,0,2.6279E-7
0,0,8.2173E-9
0,0,7.1933E-6
0,0,1.2292E-6
0,0,1.4066E-11
0,0,0.27805
0,0,0.001309
0,0,1.1603E-7
0,0,11.086
0,0,5.697E-6
0,0,1.3935E-7
0,0,8.6438E-7
0,0,3.1309E-4
0,0,2.0736E-4
0,0,5.9359E-6
0,0,2.9077E-7
0,0,1.0206E-7
0,0,0.0012548
0,0,1.3628E-8
0,0,1.7894E-5
0,0,2.7404E-9
0,0,0.0016362
0,0,2.9007E-11
0,0,5.0373E-7
0,0,6.3189E-4
0,0,0.0040925
0,0,3.4392E-5
0,0,1.0962E-5
0,0,1.484E-9
0,0,0.30412
0,0,1.1964E-9
0,0,1.6854E-6
0,0,3.3667E-7
0,0,0.0029693
0,0,3.1041E-5
0,0,0.11573
0,0,7.1933E-15
0,0,7.14E-7
0,0,4.2366E-4
0,0,2.991E-9
0,0,-0.0035714
0,0,6.0913E-9
0,0,0.0010511
0,0,3.4071E-12
0,0,0.0016362
0,0,1.8139E-4
0,0,1.0678E-7
0,0,9.5733E-5
0,0,6.6454E-5
0,0,1.732
0,0,9.29E-10
0,0,9.8149E-4
0,0,1.2904E-7
0,0,1.6844E-7
0,0,6.0051E-4
0,0,3.2684E-5
0,0,5.0226E-4
0,0,0.071996
0,0,1.7187E-6
0,0,5.1841E-8
0,0,1.5228E-12
0,0,3.7675E-9
0,0,0.0017896
0,0,4.0826E-4
0,0,1.0719E-6
0,0,1.152E-10
0,0,0.012324
0,0,1.3807E-4
0,0,0.0012414
0,0,3.0002E-8
0,0,1.8241E-7
0,0,0.029965
0,0,5.6147E-11
0,0,0.0052893
0,0,4.2058E-10
0,0,2.2887E-6
0,0,5.0861E-10
0,0,6.3153E-5
0,0,0.27805
0,0,2.3933E-8
0,0,4.2712E-4
0,0,0.0028701
0,0,0.0012125
0,0,5.7636E-8
0,0,3.226E-11
0,0,7.3426E-5
